ID,Provider,Processor,Resources,vCPU,RAM,Disk,Bandwidth TB,Speed Gbit,Currency,Price (0% curr),EUR (0%),EUR (25%),Ratio 2:1,Ratio 1:1,Ratio 1:2,Ratio 1:3,Avg,Provider Avg,Comments,Locations
543,Vultr,x86,Shared,1,2,55,2,,USD,10,9.2,11.5,2.3,3.066666667,1.84,1.314285714,2.130238095,2.410230226,,
544,Vultr,x86,Shared,2,2,65,3,,USD,15,13.8,17.25,2.3,3.45,2.3,1.725,2.44375,2.410230226,,
545,Vultr,x86,Shared,2,4,80,3,,USD,20,18.4,23,2.3,3.066666667,1.84,1.314285714,2.130238095,2.410230226,,
546,Vultr,x86,Shared,4,8,160,4,,USD,40,36.8,46,2.3,3.066666667,1.84,1.314285714,2.130238095,2.410230226,,
547,Vultr,x86,Shared,6,16,320,5,,USD,80,73.6,92,2.628571429,3.345454545,1.936842105,1.362962963,2.318457761,2.410230226,,
548,Vultr,x86,Shared,8,32,640,6,,USD,160,147.2,184,3.066666667,3.68,2.044444444,1.415384615,2.551623932,2.410230226,,
549,Vultr,x86,Shared,16,64,1280,10,,USD,320,294.4,368,3.066666667,3.68,2.044444444,1.415384615,2.551623932,2.410230226,,
550,Vultr,x86,Shared,24,96,1600,15,,USD,640,588.8,736,4.088888889,4.906666667,2.725925926,1.887179487,3.402165242,2.410230226,,
551,Vultr,AMD,Shared,1,1,25,2,,USD,6,5.52,6.9,1.84,2.76,1.84,1.38,1.955,2.410230226,,
552,Vultr,AMD,Shared,1,2,50,3,,USD,12,11.04,13.8,2.76,3.68,2.208,1.577142857,2.556285714,2.410230226,,
553,Vultr,AMD,Shared,2,2,60,4,,USD,18,16.56,20.7,2.76,4.14,2.76,2.07,2.9325,2.410230226,,
554,Vultr,AMD,Shared,2,4,100,5,,USD,24,22.08,27.6,2.76,3.68,2.208,1.577142857,2.556285714,2.410230226,,
555,Vultr,AMD,Shared,4,8,180,6,,USD,48,44.16,55.2,2.76,3.68,2.208,1.577142857,2.556285714,2.410230226,,
556,Vultr,AMD,Shared,4,12,260,7,,USD,72,66.24,82.8,3.312,4.14,2.365714286,1.656,2.868428571,2.410230226,,
557,Vultr,AMD,Shared,8,16,350,8,,USD,96,88.32,110.4,2.76,3.68,2.208,1.577142857,2.556285714,2.410230226,,
558,Vultr,AMD,Shared,12,24,500,12,,USD,144,132.48,165.6,2.76,3.68,2.208,1.577142857,2.556285714,2.410230226,,
559,Vultr,Intel,Shared,1,1,25,2,,USD,6,5.52,6.9,1.84,2.76,1.84,1.38,1.955,2.410230226,,
560,Vultr,Intel,Shared,1,2,50,3,,USD,12,11.04,13.8,2.76,3.68,2.208,1.577142857,2.556285714,2.410230226,,
561,Vultr,Intel,Shared,2,2,60,4,,USD,18,16.56,20.7,2.76,4.14,2.76,2.07,2.9325,2.410230226,,
562,Vultr,Intel,Shared,2,4,100,5,,USD,24,22.08,27.6,2.76,3.68,2.208,1.577142857,2.556285714,2.410230226,,
563,Vultr,Intel,Shared,4,8,180,6,,USD,48,44.16,55.2,2.76,3.68,2.208,1.577142857,2.556285714,2.410230226,,
564,Vultr,Intel,Shared,4,12,160,7,,USD,72,66.24,82.8,3.312,4.14,2.365714286,1.656,2.868428571,2.410230226,,
565,Vultr,Intel,Shared,8,16,350,8,,USD,96,88.32,110.4,2.76,3.68,2.208,1.577142857,2.556285714,2.410230226,,
566,Vultr,Intel,Shared,12,24,500,12,,USD,144,132.48,165.6,2.76,3.68,2.208,1.577142857,2.556285714,2.410230226,,
567,Vultr,x86,Shared,1,0.5,10,0.5,,USD,2.5,2.3,2.875,0.92,1.533333333,1.15,0.92,1.130833333,2.410230226,,
568,Scala,x86,Shared,2,4,50,,,USD,24.95,22.954,28.6925,2.86925,3.825666667,2.2954,1.639571429,2.657472024,2.580417318,1/2 price with 12mo contract,
569,Scala,x86,Shared,4,8,100,,,USD,49.95,45.954,57.4425,2.872125,3.8295,2.2977,1.641214286,2.660134821,2.580417318,,
570,Scala,x86,Shared,8,16,160,,,USD,95.95,88.274,110.3425,2.7585625,3.678083333,2.20685,1.576321429,2.554954315,2.580417318,,
571,Scala,x86,Shared,16,32,240,,,USD,183.95,169.234,211.5425,2.64428125,3.525708333,2.115425,1.511017857,2.44910811,2.580417318,,
572,OVHC,x86,Dedicated,4,32,1920,99,2,EUR,170,170,212.5,4.25,4.722222222,2.5,1.7,3.293055556,2.650080652,,
573,OVHC,x86,Dedicated,8,64,1920,99,2,EUR,300,300,375,3.75,4.166666667,2.205882353,1.5,2.905637255,2.650080652,,
574,OVHC,x86,Dedicated,16,128,1920,99,2,EUR,520,520,650,3.25,3.611111111,1.911764706,1.3,2.518218954,2.650080652,,
575,OVHC,x86,Shared,2,4,50,99,0.25,EUR,22.75,22.75,28.4375,2.84375,3.791666667,2.275,1.625,2.633854167,2.650080652,,
576,OVHC,x86,Shared,4,8,100,99,0.5,EUR,45.5,45.5,56.875,2.84375,3.791666667,2.275,1.625,2.633854167,2.650080652,,
577,OVHC,x86,Shared,8,16,200,99,1,EUR,91,91,113.75,2.84375,3.791666667,2.275,1.625,2.633854167,2.650080652,,
578,OVHC,x86,Shared,16,32,400,99,2,EUR,182,182,227.5,2.84375,3.791666667,2.275,1.625,2.633854167,2.650080652,,
579,OVHC,x86,Shared,32,64,400,99,4,EUR,364,364,455,2.84375,3.791666667,2.275,1.625,2.633854167,2.650080652,,
580,OVHC,x86,Shared,64,128,400,99,8,EUR,728,728,910,2.84375,3.791666667,2.275,1.625,2.633854167,2.650080652,,
581,OVHC,x86,Shared,128,256,400,99,20,EUR,1456,1456,1820,2.84375,3.791666667,2.275,1.625,2.633854167,2.650080652,,
582,OVHC,x86,Shared,160,320,400,99,20,EUR,1820,1820,2275,2.84375,3.791666667,2.275,1.625,2.633854167,2.650080652,,
583,OVHC,x86,Shared,2,7,50,99,0.25,EUR,35.2,35.2,44,3.2,3.911111111,2.2,1.530434783,2.710386473,2.650080652,,
584,OVHC,x86,Shared,4,15,100,99,0.25,EUR,68.2,68.2,85.25,2.965217391,3.589473684,2.005882353,1.391836735,2.488102541,2.650080652,,
585,OVHC,x86,Shared,8,30,200,99,0.5,EUR,138,138,172.5,3,3.631578947,2.029411765,1.408163265,2.517288494,2.650080652,,
586,OVHC,x86,Shared,16,60,400,99,1,EUR,270,270,337.5,2.934782609,3.552631579,1.985294118,1.37755102,2.462564831,2.650080652,,
587,OVHC,x86,Shared,32,120,400,99,10,EUR,534,534,667.5,2.902173913,3.513157895,1.963235294,1.362244898,2.435203,2.650080652,,
588,Racknerd,x86,Shared,2,1,50,1,1,USD,17.99,16.5508,20.6885,3.31016,5.516933333,4.1377,3.31016,4.068738333,2.679587427,,
589,Racknerd,x86,Shared,3,2,75,2,1,USD,20.59,18.9428,23.6785,2.36785,3.78856,2.706114286,2.104755556,2.74181996,2.679587427,,
590,Racknerd,x86,Shared,4,4,130,3,1,USD,24.59,22.6228,28.2785,1.885233333,2.82785,1.885233333,1.413925,2.003060417,2.679587427,,
591,Racknerd,x86,Shared,5,6,170,4,1,USD,27.59,25.3828,31.7285,1.586425,2.307527273,1.493105882,1.1036,1.622664539,2.679587427,,
592,Racknerd,x86,Shared,6,8,220,5,1,USD,36.59,33.6628,42.0785,1.68314,2.404485714,1.530127273,1.122093333,1.68496158,2.679587427,,
593,Racknerd,x86,Shared,7,12,300,6,1,USD,55.99,51.5108,64.3885,1.981184615,2.711094737,1.66163871,1.197925581,1.887960911,2.679587427,,
594,Racknerd,AMD,Shared,1,1,15,1,1,USD,17.99,16.5508,20.6885,5.516933333,8.2754,5.516933333,4.1377,5.861741667,2.679587427,,
595,Racknerd,AMD,Shared,2,2,20,2,1,USD,20.59,18.9428,23.6785,3.157133333,4.7357,3.157133333,2.36785,3.354454167,2.679587427,,
596,Racknerd,AMD,Shared,2,4,30,3,1,USD,24.59,22.6228,28.2785,2.82785,3.770466667,2.26228,1.615914286,2.619127738,2.679587427,,
597,Racknerd,AMD,Shared,3,6,45,4,1,USD,27.59,25.3828,31.7285,2.115233333,2.820311111,1.692186667,1.208704762,1.959108968,2.679587427,,
598,Racknerd,AMD,Shared,3,8,75,5,1,USD,36.59,33.6628,42.0785,2.404485714,3.060254545,1.771726316,1.24677037,2.120809236,2.679587427,,
599,Racknerd,AMD,Shared,4,12,90,6,1,USD,55.99,51.5108,64.3885,2.57554,3.219425,1.839671429,1.28777,2.230601607,2.679587427,,
600,Verpex,x86,Shared,1,2,50,,1,USD,20,18.4,23,4.6,6.133333333,3.68,2.628571429,4.26047619,2.72936756,,
601,Verpex,x86,Shared,2,4,80,,1,USD,30,27.6,34.5,3.45,4.6,2.76,1.971428571,3.195357143,2.72936756,,
602,Verpex,x86,Shared,4,8,160,,1,USD,40,36.8,46,2.3,3.066666667,1.84,1.314285714,2.130238095,2.72936756,,
603,Verpex,x86,Shared,8,16,320,,1,USD,50,46,57.5,1.4375,1.916666667,1.15,0.821428571,1.33139881,2.72936756,,
604,OperaVPS,x86,Shared,1,0.5,10,1,1,USD,7.99,7.3508,9.1885,2.94032,4.900533333,3.6754,2.94032,3.614143333,2.803009681,"Minimum quarterly, tax?",
605,OperaVPS,x86,Shared,2,1,20,1,1,USD,11.99,11.0308,13.7885,2.20616,3.676933333,2.7577,2.20616,2.711738333,2.803009681,,
606,OperaVPS,x86,Shared,3,2,30,2,1,USD,17.99,16.5508,20.6885,2.06885,3.31016,2.3644,1.838977778,2.395596944,2.803009681,,
607,OperaVPS,x86,Shared,4,4,40,3,1,USD,29.99,27.5908,34.4885,2.299233333,3.44885,2.299233333,1.724425,2.442935417,2.803009681,,
608,OperaVPS,x86,Shared,8,8,100,4,1,USD,69.99,64.3908,80.4885,2.68295,4.024425,2.68295,2.0122125,2.850634375,2.803009681,,
609,2cloud.eu,x86,Shared,4,8,160,99,1,EUR,53.7,53.7,67.125,3.35625,4.475,2.685,1.917857143,3.108526786,2.864822917,,
610,2cloud.eu,x86,Shared,8,16,200,99,1,EUR,83.1,83.1,103.875,2.596875,3.4625,2.0775,1.483928571,2.405200893,2.864822917,,
611,2cloud.eu,x86,Shared,16,32,300,99,1,EUR,145.6,145.6,182,2.275,3.033333333,1.82,1.3,2.107083333,2.864822917,,
612,2cloud.eu,x86,Shared,1,2,40,99,1,EUR,15,15,18.75,3.75,5,3,2.142857143,3.473214286,2.864822917,,
613,2cloud.eu,x86,Shared,2,4,80,99,1,EUR,27.9,27.9,34.875,3.4875,4.65,2.79,1.992857143,3.230089286,2.864822917,,
614,VirtuaCloud,Intel,Shared,1,1,20,99,0.1,EUR,5,5,6.25,1.666666667,2.5,1.666666667,1.25,1.770833333,2.935928204,SSD,
615,VirtuaCloud,Intel,Shared,1,2,40,,0.1,EUR,12,12,15,3,4,2.4,1.714285714,2.778571429,2.935928204,,
616,VirtuaCloud,Intel,Shared,2,4,80,,0.2,EUR,24,24,30,3,4,2.4,1.714285714,2.778571429,2.935928204,,
617,VirtuaCloud,Intel,Shared,4,8,160,,0.2,EUR,48,48,60,3,4,2.4,1.714285714,2.778571429,2.935928204,,
618,VirtuaCloud,Intel,Shared,6,12,240,,0.2,EUR,72,72,90,3,4,2.4,1.714285714,2.778571429,2.935928204,,
619,VirtuaCloud,Intel,Shared,8,16,320,,0.3,EUR,96,96,120,3,4,2.4,1.714285714,2.778571429,2.935928204,,
620,VirtuaCloud,Intel,Shared,12,24,480,,0.3,EUR,144,144,180,3,4,2.4,1.714285714,2.778571429,2.935928204,,
621,VirtuaCloud,Intel,Shared,16,32,640,,0.5,EUR,192,192,240,3,4,2.4,1.714285714,2.778571429,2.935928204,,
622,VirtuaCloud,Intel,Shared,24,48,960,,0.5,EUR,288,288,360,3,4,2.4,1.714285714,2.778571429,2.935928204,,
623,VirtuaCloud,Intel,Shared,32,64,1280,,0.5,EUR,384,384,480,3,4,2.4,1.714285714,2.778571429,2.935928204,,
624,VirtuaCloud,AMD,Shared,1,1,20,99,0.1,EUR,7,7,8.75,2.333333333,3.5,2.333333333,1.75,2.479166667,2.935928204,NVME,
625,VirtuaCloud,AMD,Shared,1,2,40,,0.1,EUR,14,14,17.5,3.5,4.666666667,2.8,2,3.241666667,2.935928204,,
626,VirtuaCloud,AMD,Shared,2,4,80,,0.2,EUR,28,28,35,3.5,4.666666667,2.8,2,3.241666667,2.935928204,,
627,VirtuaCloud,AMD,Shared,4,8,160,,0.2,EUR,56,56,70,3.5,4.666666667,2.8,2,3.241666667,2.935928204,,
628,VirtuaCloud,AMD,Shared,6,12,240,,0.2,EUR,84,84,105,3.5,4.666666667,2.8,2,3.241666667,2.935928204,,
629,VirtuaCloud,AMD,Shared,8,16,320,,0.3,EUR,112,112,140,3.5,4.666666667,2.8,2,3.241666667,2.935928204,,
630,VirtuaCloud,AMD,Shared,12,24,480,,0.3,EUR,168,168,210,3.5,4.666666667,2.8,2,3.241666667,2.935928204,,
631,VirtuaCloud,AMD,Shared,16,32,640,,0.5,EUR,224,224,280,3.5,4.666666667,2.8,2,3.241666667,2.935928204,,
632,VirtuaCloud,AMD,Shared,24,48,960,,0.5,EUR,336,336,420,3.5,4.666666667,2.8,2,3.241666667,2.935928204,,
633,VirtuaCloud,AMD,Shared,24,64,1280,,0.5,EUR,448,448,560,4,5.090909091,2.947368421,2.074074074,3.528087897,2.935928204,,
634,Greenhost,x86,Shared,1,1,10,1,0.5,EUR,7.62,7.62,9.525,2.54,3.81,2.54,1.905,2.69875,3.390446429,,
635,Greenhost,x86,Shared,1,2,20,2,0.5,EUR,15.24,15.24,19.05,3.81,5.08,3.048,2.177142857,3.528785714,3.390446429,,
636,Greenhost,x86,Shared,2,4,40,4,0.5,EUR,30.48,30.48,38.1,3.81,5.08,3.048,2.177142857,3.528785714,3.390446429,,
637,Greenhost,x86,Shared,4,8,80,8,0.5,EUR,60.96,60.96,76.2,3.81,5.08,3.048,2.177142857,3.528785714,3.390446429,,
638,Greenhost,x86,Shared,6,12,120,12,0.5,EUR,91.44,91.44,114.3,3.81,5.08,3.048,2.177142857,3.528785714,3.390446429,,
639,Greenhost,x86,Shared,8,16,160,16,0.5,EUR,121.92,121.92,152.4,3.81,5.08,3.048,2.177142857,3.528785714,3.390446429,,
640,MonoVM,x86,Shared,1,0.5,15,99,10,USD,5.99,5.5108,6.8885,2.20432,3.673866667,2.7554,2.20432,2.709476667,3.511342875,SSD,
641,MonoVM,x86,Shared,1,1,30,99,10,USD,12.99,11.9508,14.9385,3.9836,5.9754,3.9836,2.9877,4.232575,3.511342875,,
642,MonoVM,x86,Shared,1,2,50,99,10,USD,19.99,18.3908,22.9885,4.5977,6.130266667,3.67816,2.627257143,4.258345952,3.511342875,,
643,MonoVM,x86,Shared,2,4,80,99,10,USD,29.99,27.5908,34.4885,3.44885,4.598466667,2.75908,1.970771429,3.194292024,3.511342875,,
644,MonoVM,x86,Shared,4,6,100,99,10,USD,49.99,45.9908,57.4885,3.285057143,4.59908,2.874425,2.090490909,3.212263263,3.511342875,,
645,MonoVM,x86,Shared,4,8,150,99,10,USD,64.99,59.7908,74.7385,3.736925,4.982566667,2.98954,2.135385714,3.461104345,3.511342875,,
646,Surfercloud Uhost,Intel,Shared,1,2,20,,,USD,16.82,15.4744,19.343,3.8686,5.158133333,3.09488,2.210628571,3.583060476,3.661400461,,
647,Surfercloud Uhost,Intel,Shared,2,2,20,,,USD,26.96,24.8032,31.004,4.133866667,6.2008,4.133866667,3.1004,4.392233333,3.661400461,,
648,Surfercloud Uhost,Intel,Shared,2,4,20,,,USD,32.16,29.5872,36.984,3.6984,4.9312,2.95872,2.113371429,3.425422857,3.661400461,,
649,Surfercloud Uhost,Intel,Shared,4,8,20,,,USD,60.93,56.0556,70.0695,3.503475,4.6713,2.80278,2.001985714,3.244885179,3.661400461,,
650,Binero,x86,Shared,1,2,0,1,1,SEK,181.44,16.51104,20.6388,4.12776,5.50368,3.302208,2.35872,3.823092,3.823092,,
651,Binero,x86,Shared,2,4,0,1,1,SEK,362.88,33.02208,41.2776,4.12776,5.50368,3.302208,2.35872,3.823092,3.823092,,
652,Binero,x86,Shared,3,6,0,1,1,SEK,544.32,49.53312,61.9164,4.12776,5.50368,3.302208,2.35872,3.823092,3.823092,,
653,Binero,x86,Shared,4,8,0,1,1,SEK,725.76,66.04416,82.5552,4.12776,5.50368,3.302208,2.35872,3.823092,3.823092,,
654,Binero,x86,Shared,6,12,0,1,1,SEK,1088.64,99.06624,123.8328,4.12776,5.50368,3.302208,2.35872,3.823092,3.823092,,
655,Binero,x86,Shared,8,16,0,1,1,SEK,1451.52,132.08832,165.1104,4.12776,5.50368,3.302208,2.35872,3.823092,3.823092,,
656,Binero,x86,Shared,12,24,0,1,1,SEK,2177.28,198.13248,247.6656,4.12776,5.50368,3.302208,2.35872,3.823092,3.823092,,
657,Binero,x86,Shared,16,32,0,1,1,SEK,2903.04,264.17664,330.2208,4.12776,5.50368,3.302208,2.35872,3.823092,3.823092,,
658,Binero,x86,Shared,24,48,0,1,1,SEK,4354.56,396.26496,495.3312,4.12776,5.50368,3.302208,2.35872,3.823092,3.823092,,
659,Misshosting,x86,Shared,2,2,40,3,,SEK,159,14.469,18.08625,2.4115,3.61725,2.4115,1.808625,2.56221875,3.836646889,,
660,Misshosting,x86,Shared,2,4,60,4,,SEK,371,33.761,42.20125,4.220125,5.626833333,3.3761,2.4115,3.908639583,3.836646889,,
661,Misshosting,x86,Shared,4,8,80,5,,SEK,779,70.889,88.61125,4.4305625,5.907416667,3.54445,2.53175,4.103544792,3.836646889,,
662,Misshosting,x86,Shared,4,12,120,5,,SEK,959,87.269,109.08625,4.36345,5.4543125,3.11675,2.181725,3.779059375,3.836646889,,
663,Misshosting,x86,Shared,6,16,160,6,,SEK,1439,130.949,163.68625,4.67675,5.952227273,3.446026316,2.424981481,4.124996267,3.836646889,,
664,Misshosting,x86,Shared,8,32,320,7,,SEK,2879,261.989,327.48625,5.458104167,6.549725,3.638736111,2.519125,4.541422569,3.836646889,,
665,1Gbits,x86,Shared,1,1,20,99,10,USD,14.49,13.3308,16.6635,4.4436,6.6654,4.4436,3.3327,4.721325,3.855138167,,"SE, FI, DE, AU"
666,1Gbits,x86,Shared,1,2,50,99,10,USD,21.49,19.7708,24.7135,4.9427,6.590266667,3.95416,2.8244,4.577881667,3.855138167,,
667,1Gbits,x86,Shared,2,4,80,99,10,USD,39.49,36.3308,45.4135,4.54135,6.055133333,3.63308,2.595057143,4.206155119,3.855138167,,
668,1Gbits,x86,Shared,4,8,150,99,10,USD,59.49,54.7308,68.4135,3.420675,4.5609,2.73654,1.954671429,3.168196607,3.855138167,,
669,1Gbits,x86,Shared,8,12,180,99,10,USD,80.99,74.5108,93.1385,2.6611,3.72554,2.3284625,1.693427273,2.602132443,3.855138167,,
670,Kamatera,x86,Shared,1,1,20,5,10,USD,4,3.68,4.6,1.226666667,1.84,1.226666667,0.92,1.303333333,4.080480655,,
671,Kamatera,x86,Shared,1,2,20,5,10,USD,6,5.52,6.9,1.38,1.84,1.104,0.788571429,1.278142857,4.080480655,,
672,Kamatera,x86,Shared,2,2,30,5,10,USD,12,11.04,13.8,1.84,2.76,1.84,1.38,1.955,4.080480655,,
673,Kamatera,x86,Shared,4,8,30,5,10,USD,38,34.96,43.7,2.185,2.913333333,1.748,1.248571429,2.02372619,4.080480655,,
674,Kamatera,x86,Shared,8,16,30,5,10,USD,90,82.8,103.5,2.5875,3.45,2.07,1.478571429,2.396517857,4.080480655,,
675,Kamatera,x86,Shared,16,32,30,5,10,USD,194,178.48,223.1,2.78875,3.718333333,2.231,1.593571429,2.58291369,4.080480655,,
676,Kamatera,x86,Reserved,1,2,30,5,10,USD,17,15.64,19.55,3.91,5.213333333,3.128,2.234285714,3.621404762,4.080480655,,
677,Kamatera,x86,Reserved,2,4,30,5,10,USD,41,37.72,47.15,4.715,6.286666667,3.772,2.694285714,4.366988095,4.080480655,,
678,Kamatera,x86,Reserved,4,8,30,5,10,USD,86,79.12,98.9,4.945,6.593333333,3.956,2.825714286,4.580011905,4.080480655,,
679,Kamatera,x86,Reserved,8,16,30,5,10,USD,184,169.28,211.6,5.29,7.053333333,4.232,3.022857143,4.899547619,4.080480655,,
680,Kamatera,x86,Dedicated,1,2,30,5,10,USD,27,24.84,31.05,6.21,8.28,4.968,3.548571429,5.751642857,4.080480655,,
681,Kamatera,x86,Dedicated,2,4,30,5,10,USD,66,60.72,75.9,7.59,10.12,6.072,4.337142857,7.029785714,4.080480655,,
682,Kamatera,x86,Dedicated,4,8,30,5,10,USD,136,125.12,156.4,7.82,10.42666667,6.256,4.468571429,7.242809524,4.080480655,,
683,Kamatera,x86,Dedicated,8,16,30,5,10,USD,304,279.68,349.6,8.74,11.65333333,6.992,4.994285714,8.094904762,4.080480655,,
684,Exoscale,x86,Dedicated,1,0.5,10,,,EUR,5.2488,5.2488,6.561,2.09952,3.4992,2.6244,2.09952,2.58066,4.271683867,,
685,Exoscale,x86,Dedicated,1,1,10,,,EUR,10.4976,10.4976,13.122,3.4992,5.2488,3.4992,2.6244,3.7179,4.271683867,,
686,Exoscale,x86,Dedicated,2,2,10,,,EUR,16.7976,16.7976,20.997,2.7996,4.1994,2.7996,2.0997,2.974575,4.271683867,,
687,Exoscale,x86,Dedicated,2,4,10,,,EUR,33.5952,33.5952,41.994,4.1994,5.5992,3.35952,2.399657143,3.889444286,4.271683867,,
688,Exoscale,x86,Dedicated,4,8,10,,,EUR,67.1976,67.1976,83.997,4.19985,5.5998,3.35988,2.399914286,3.889861071,4.271683867,,
689,Exoscale,x86,Dedicated,4,16,10,,,EUR,134.4024,134.4024,168.003,5.6001,6.72012,3.7334,2.584661538,4.659570385,4.271683867,,
690,Exoscale,x86,Dedicated,8,32,10,,,EUR,268.8048,268.8048,336.006,5.6001,6.72012,3.7334,2.584661538,4.659570385,4.271683867,,
691,Exoscale,x86,Dedicated,12,64,10,,,EUR,537.6024,537.6024,672.003,6.109118182,7.073715789,3.840017143,2.635305882,4.914539249,4.271683867,,
692,Exoscale,x86,Dedicated,16,128,10,,,EUR,1075.1976,1075.1976,1343.997,6.719985,7.46665,3.952932353,2.687994,5.206890338,4.271683867,,
693,Exoscale,x86,Dedicated,24,225,10,,,EUR,1612.8,1612.8,2016,5.907692308,6.477108434,3.402531646,2.307296137,4.523657131,4.271683867,,
694,Exoscale,x86,Dedicated,8,16,10,,,EUR,167.99976,167.99976,209.9997,5.2499925,6.99999,4.199994,2.999995714,4.862493054,4.271683867,,
695,Exoscale,x86,Dedicated,16,32,10,,,EUR,335.99952,335.99952,419.9994,5.2499925,6.99999,4.199994,2.999995714,4.862493054,4.271683867,,
696,Exoscale,x86,Dedicated,32,64,10,,,EUR,671.99976,671.99976,839.9997,5.249998125,6.9999975,4.1999985,2.999998929,4.862498263,4.271683867,,
697,Exoscale,x86,Dedicated,40,128,10,,,EUR,1344.0024,1344.0024,1680.003,6.46155,8.000014286,4.540548649,3.169816981,5.542982479,4.271683867,,
698,Exoscale,x86,Dedicated,2,16,10,,,EUR,100.8,100.8,126,5.04,5.6,2.964705882,2.016,3.905176471,4.271683867,,
699,Exoscale,x86,Dedicated,4,32,10,,,EUR,201.6,201.6,252,5.04,5.6,2.964705882,2.016,3.905176471,4.271683867,,
700,Exoscale,x86,Dedicated,8,64,10,,,EUR,403.2,403.2,504,5.04,5.6,2.964705882,2.016,3.905176471,4.271683867,,
701,Exoscale,x86,Dedicated,12,128,10,,,EUR,806.4,806.4,1008,5.305263158,5.76,3.008955224,2.036363636,4.027645505,4.271683867,,
702,Hidora,x86,Shared,2,2,0,0,1,EUR,26.14568,26.14568,32.6821,4.357613333,6.53642,4.357613333,3.26821,4.629964167,4.48947475,,
703,Hidora,x86,Shared,8,8,0,0,1,EUR,97.542016,97.542016,121.92752,4.064250667,6.096376,4.064250667,3.048188,4.318266333,4.48947475,,
704,Hidora,x86,Shared,16,16,0,0,1,EUR,163.94048,163.94048,204.9256,3.415426667,5.12314,3.415426667,2.56157,3.628890833,4.48947475,,
705,Hidora,x86,Shared,1,1,0,0,1,EUR,15.192784,15.192784,18.99098,5.064261333,7.596392,5.064261333,3.798196,5.380777667,4.48947475,Bulk discounts,
706,Oderland,x86,Shared,1,1,0,3.6,1,SEK,150,13.65,17.0625,4.55,6.825,4.55,3.4125,4.834375,4.513240123,"Storage billed separately, IP 75SEK/mo",
707,Oderland,x86,Shared,1,2,0,3.6,1,SEK,215,19.565,24.45625,4.89125,6.521666667,3.913,2.795,4.530229167,4.513240123,,
708,Oderland,x86,Shared,2,2,0,3.6,1,SEK,300,27.3,34.125,4.55,6.825,4.55,3.4125,4.834375,4.513240123,,
709,Oderland,x86,Shared,1,4,0,3.6,1,SEK,345,31.395,39.24375,5.2325,6.279,3.488333333,2.415,4.353708333,4.513240123,,
710,Oderland,x86,Shared,2,4,0,3.6,1,SEK,430,39.13,48.9125,4.89125,6.521666667,3.913,2.795,4.530229167,4.513240123,,
711,Oderland,x86,Shared,2,8,0,3.6,1,SEK,690,62.79,78.4875,5.2325,6.279,3.488333333,2.415,4.353708333,4.513240123,,
712,Oderland,x86,Shared,4,16,0,3.6,1,SEK,1380,125.58,156.975,5.2325,6.279,3.488333333,2.415,4.353708333,4.513240123,,
713,Oderland,x86,Shared,8,32,0,3.6,1,SEK,2760,251.16,313.95,5.2325,6.279,3.488333333,2.415,4.353708333,4.513240123,,
714,Oderland,x86,Shared,16,64,0,3.6,1,SEK,5520,502.32,627.9,5.2325,6.279,3.488333333,2.415,4.353708333,4.513240123,,
715,Oderland,x86,Shared,1,8,0,3.6,1,SEK,605,55.055,68.81875,5.5055,6.117222222,3.238529412,2.2022,4.265862908,4.513240123,,
716,Oderland,x86,Shared,2,16,0,3.6,1,SEK,1210,110.11,137.6375,5.5055,6.117222222,3.238529412,2.2022,4.265862908,4.513240123,,
717,Oderland,x86,Shared,4,32,0,3.6,1,SEK,2420,220.22,275.275,5.5055,6.117222222,3.238529412,2.2022,4.265862908,4.513240123,,
718,Oderland,x86,Shared,8,64,0,3.6,1,SEK,4840,440.44,550.55,5.5055,6.117222222,3.238529412,2.2022,4.265862908,4.513240123,,
719,Oderland,x86,Shared,16,128,0,3.6,1,SEK,9680,880.88,1101.1,5.5055,6.117222222,3.238529412,2.2022,4.265862908,4.513240123,,
720,Oderland,x86,Shared,32,256,0,3.6,1,SEK,19360,1761.76,2202.2,5.5055,6.117222222,3.238529412,2.2022,4.265862908,4.513240123,,
721,Oderland,x86,Shared,4,4,0,3.6,1,SEK,600,54.6,68.25,4.55,6.825,4.55,3.4125,4.834375,4.513240123,,
722,Oderland,x86,Shared,8,8,0,3.6,1,SEK,1200,109.2,136.5,4.55,6.825,4.55,3.4125,4.834375,4.513240123,,
723,Oderland,x86,Shared,16,16,0,3.6,1,SEK,2400,218.4,273,4.55,6.825,4.55,3.4125,4.834375,4.513240123,,
724,Oderland,x86,Shared,32,32,0,3.6,1,SEK,4800,436.8,546,4.55,6.825,4.55,3.4125,4.834375,4.513240123,,
725,Oderland,x86,Shared,64,64,0,3.6,1,SEK,9600,873.6,1092,4.55,6.825,4.55,3.4125,4.834375,4.513240123,,
726,Leafcloud,x86,Shared,4,16,,,,EUR,102.01,102.01,127.5125,4.250416667,5.1005,2.833611111,1.961730769,3.536564637,4.965782144,,
727,Leafcloud,x86,Shared,6,24,,,,EUR,153.01,153.01,191.2625,4.250277778,5.100333333,2.833518519,1.961666667,3.536449074,4.965782144,,
728,Leafcloud,x86,Shared,8,32,,,,EUR,204.02,204.02,255.025,4.250416667,5.1005,2.833611111,1.961730769,3.536564637,4.965782144,,
729,Leafcloud,x86,Shared,12,48,,,,EUR,306.03,306.03,382.5375,4.250416667,5.1005,2.833611111,1.961730769,3.536564637,4.965782144,,
